Staines,Country,Crime Rates (t)
Staines,January,800
Staines,February,750
Staines,March,711
Staines,April ,805
Staines,May,850
Staines,June,788
Staines,July,844
Staines,August,890
Staines,September,888
Staines,October,815
Staines,November,805
Staines,December,796
