Dorking,Country,Crime Rates(t)
Dorking,January,364
Dorking,February,421
Dorking,March,439
Dorking,April ,401
Dorking,May,502
Dorking,June,511
Dorking,July,507
Dorking,August,495
Dorking,September,507
Dorking,October,515
Dorking,November,459
Dorking,December,394
